Suburb,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
STRATFORD,260500.0,272500.0,265000.0,258000.0,316500.0,320000.0,397500.0,472000.0,480000.0,500000.0
STRATHDALE,410500.0,445000.0,380000.0,420000.0,452000.0,507000.0,640000.0,671500.0,637500.0,620000.0
STRATHFIELDSAYE,408000.0,425000.0,455000.0,444000.0,476500.0,535000.0,632000.0,702500.0,717500.0,700000.0
STRATHMORE,997500.0,1140000.0,1230000.0,1357500.0,1310000.0,1360000.0,1570000.0,1605000.0,1416500.0,1612000.0
STUDFIELD,785000.0,853000.0,957500.0,906000.0,811000.0,836000.0,1025000.0,955000.0,1090000.0,1080000.0
SUNBURY,370000.0,395000.0,492000.0,546000.0,533500.0,571000.0,645000.0,670000.0,660000.0,665000.0
SUNDERLAND BAY,287000.0,360000.0,357500.0,455000.0,413500.0,525000.0,717000.0,677500.0,672500.0,625000.0
SUNNYCLIFFS,185000.0,220000.0,228000.0,218000.0,229500.0,230000.0,326500.0,295000.0,380000.0,355500.0
SUNSET STRIP,301500.0,340000.0,345000.0,390000.0,460000.0,511000.0,602500.0,754000.0,700000.0,640000.0
SUNSHINE,530500.0,675000.0,765000.0,742000.0,720000.0,750000.0,870000.0,856500.0,800000.0,820000.0
SUNSHINE NORTH,495000.0,560000.0,653000.0,673500.0,647000.0,689500.0,710000.0,750000.0,724500.0,750000.0
SUNSHINE WEST,450000.0,520000.0,639000.0,635000.0,635000.0,657000.0,740000.0,750000.0,700000.0,685000.0
SURF BEACH,355000.0,414000.0,425000.0,480000.0,525000.0,559000.0,706500.0,895000.0,805000.0,716500.0
SURREY HILLS,1750000.0,1800500.0,2170000.0,1900000.0,1890000.0,1880000.0,2310000.0,2283000.0,2402500.0,2271000.0
SWAN HILL,248000.0,262500.0,252000.0,267000.0,285000.0,319500.0,362000.0,405000.0,435000.0,472500.0
SYDENHAM,440000.0,505000.0,590000.0,615000.0,591500.0,635000.0,690000.0,697500.0,741500.0,704000.0
SYNDAL,1505000.0,1410000.0,1585000.0,1540500.0,1499000.0,1570000.0,1800000.0,1867500.0,1955000.0,1936000.0
TALLANGATTA,233000.0,216000.0,275000.0,245000.0,257500.0,280000.0,350000.0,436000.0,470000.0,460000.0
TARNEIT,400000.0,445000.0,515000.0,570000.0,550000.0,570000.0,601500.0,650000.0,652000.0,650000.0
TATURA,233000.0,228000.0,262000.0,250000.0,276500.0,303500.0,357500.0,450000.0,475000.0,430000.0
TAWONGA SOUTH,257500.0,298000.0,254000.0,310000.0,422500.0,380000.0,545000.0,641000.0,553000.0,606500.0
TAYLORS HILL,530000.0,600000.0,686000.0,723000.0,702000.0,754000.0,840000.0,908000.0,906500.0,885000.0
TAYLORS LAKES,561500.0,635000.0,720000.0,763500.0,750000.0,777500.0,883500.0,936000.0,922500.0,945000.0
TECOMA,510000.0,601500.0,709000.0,700000.0,662500.0,742500.0,920000.0,837500.0,838000.0,865000.0
TEMPLESTOWE,1180000.0,1260000.0,1415000.0,1308000.0,1292500.0,1381500.0,1603000.0,1628500.0,1695000.0,1650000.0
TEMPLESTOWE LOWER,1060000.0,1105500.0,1302000.0,1150000.0,1080000.0,1189000.0,1432500.0,1390000.0,1410000.0,1362000.0
TERANG,206500.0,150000.0,188500.0,194000.0,188500.0,232500.0,307500.0,365000.0,382500.0,400000.0
THE BASIN,550000.0,595000.0,610000.0,682500.0,695000.0,739000.0,875000.0,864000.0,850000.0,881000.0
THOMASTOWN,437000.0,493000.0,654000.0,636000.0,592000.0,620000.0,720000.0,710000.0,691000.0,720000.0
THOMSON (GREATER GEELONG),290000.0,309000.0,365000.0,411000.0,400500.0,435000.0,580000.0,575000.0,547500.0,515000.0
THORNBURY,918000.0,1079500.0,1230000.0,1137500.0,1150000.0,1252500.0,1500000.0,1455000.0,1410000.0,1430000.0
TONGALA,165000.0,204000.0,200000.0,275000.0,234500.0,236500.0,305000.0,377000.0,405500.0,450000.0
